교차로코드,입력일자,교차로명칭,유형코드,연동교차로코드,구코드 (공통),지번,구경찰서 (공통);,신경찰서 (공통);,작업구분 (공통);,표출구분 (공통);,고객번호,계약종별,계량기번호,도로구분 (공통);,관할사업소 (공통);,교차로관리번호,공간데이터,신규정규화ID,이력ID,동코드 (공통),공사형태 (공통);,지도표출구분
4616, ,신남성초교(경보),1,0,590,708-535 도,380,220,1,2, , , ,2,105,82-0000004312,, ,4312,10700, ,N
4617, ,사당대림아파트후문(경보),1,0,590,105대,220,220,1,2, , , ,2,105,82-0000005034,,3152794,5034,10700, ,N
4618, ,내외약국(경보),1,0,590,708-624도,380,220,1,2, , , ,2,105,82-0000005045,, ,5045,10700, ,N
4012, ,녹천초교,2,0,350,322-8도,370,370,1,2, , , ,1,107,82-0000002984,, ,2984,10200, ,N
4013, ,녹천초교(연등),1,4012,350,322-6도,370,370,1,2, , , ,2,107,82-0000003641,, ,3641,10200, ,N
4014, ,월계한진아파트,1,0,350,19도,370,370,1,2, , , ,1,107,82-0000000942,, ,942,10200, ,N
4015, ,중평초교,3,0,350,503-1도,370,370,1,2, , , ,2,107,82-0000002247,,5426012,2247,10400, ,N
4016, ,중평초교(연등)3,1,4015,350,503-1도,370,370,1,2, , , ,2,107,82-0000002248,, ,2248,10600, ,N
4017, ,중평초교(연등)1,1,4015,350,270-2도,370,370,1,2, , , ,2,107,82-0000000302,, ,302,10400, ,N
4018, ,중계그린아파트,3,0,350,503-1도,370,370,1,2, , , ,2,107,82-0000003680,, ,3680,10600, ,N
4019, ,중계그린아파트(연등),1,4018,350,503-1도,370,370,1,2, , , ,2,107,82-0000002985,, ,2985,10600, ,N
4020, ,하계2치안센터,2,0,350,270-2도,370,370,1,2, , , ,2,107,82-0000004499,, ,4499,10400, ,N
4021, ,하계3단지(연등),1,3859,350,707-2도,370,370,1,2, , , ,2,107,82-0000003149,, ,3149,10300, ,N
4022, ,공릉1수문,2,0,350,378-3도,370,370,1,2, , , ,2,107,82-0000001629,,5433112,1629,10300, ,N
4023, ,노원여성발전센터,3,0,350,500공,370,370,1,2, , , ,2,107,82-0000002987,,5417622,2987,10600, ,N
4024, ,하계2치안센터(연등),1,4020,350,270-2도,370,370,1,2, , , ,2,107,82-0000002988,, ,2988,10400, ,N
4025, ,하계56단지,3,0,350,270-2도,370,370,1,2, , , ,1,107,82-0000001877,, ,1877,10400, ,N
4026, ,상계주공4단지,3,0,350,262-2도,370,370,1,2, , , ,1,107,82-0000002728,, ,2728,10500, ,N
4028, ,번동주공34단지,3,0,300,288-6도, ,250,1,2, , , ,1,107,82-0000004413,, ,4413,10200, ,N
4029, ,월계2치안센터,2,0,350,633-50대,370,370,1,2, , , ,1,107,82-0000003642,,5403492,3642,10200, ,N
4030, ,하계실버센터,2,0,350,271-3대,370,370,1,2, , , ,1,107,82-0000003168,,5425012,3168,10400, ,N
4031, ,서울메트로뒤(연등),1,1031,650,980-53도,380,380,1,2, , , ,1,105,82-0000000412,, ,412,10100, ,N
4032, ,을지병원,3,0,350,284-3도,370,370,1,2, , , ,1,107,82-0000003983,, ,3983,10400, ,N
4033, ,중계7단지(연등),1,4076,350,366-2학,370,370,1,2, , , ,2,107,82-0000004256,,5448632,4256,10600, ,N
4034, ,동천학교,1,0,350,288-4도,370,370,1,2, , , ,2,107,82-0000001630,, ,1630,10400, ,N
4035, ,중계롯데아파트,1,0,350,378도,370,370,1,2, , , ,2,107,82-0000003643,, ,3643,10600, ,N
4037, ,불암초교,2,0,350,391-1도,370,370,1,2, , , ,2,107,82-0000003150,, ,3150,10600, ,N
4038, ,불암초교(연등),1,4037,350,391-1도,370,370,1,2, , , ,2,107,82-0000005242,, ,5242,10600, ,N
4039, ,신안동진아파트,3,0,350,391-1도,370,370,1,2, , , ,2,107,82-0000003151,, ,3151,10600, ,N
4040, ,비우당교,1,0,200,92-34도,180,180,1,2, , , ,2,109,82-0000000097,,4351322,97,10100, ,N
4041, ,원광초교후문,3,0,350,371도,370,370,1,2, , , ,2,107,82-0000000735,, ,735,10600, ,N
4042, ,중계8단지,3,0,350,360-2대,370,370,1,2, , , ,2,107,82-0000002253,,5438722,2253,10600, ,N
4043, ,수암초교앞,2,0,350,391-1도,370,370,1,2, , , ,2,107,82-0000001131,, ,1131,10600, ,N
4044, ,청구종합상가,1,0,350,359-1대,370,370,1,2, , , ,2,107,82-0000003644,,5438792,3644,10600, ,N
4045, ,청구종합상가(연등),1,4044,350,377도,370,370,1,2, , , ,2,107,82-0000003152,, ,3152,10600, ,N
4047, ,상계67동주민센터,2,0,350,389-247대,370,370,1,2, , , ,1,107,82-0000003677,,5520402,3677,10500, ,N
4048, ,신계초교,1,0,350,782도,370,370,1,2, , , ,1,107,82-0000003375,, ,3375,10200, ,N
4049, ,월계어린이집,1,0,350,429-10도,370,370,1,2, , , ,1,107,82-0000000230,, ,230,10200, ,N
4051, ,인덕대학,1,0,350,620-3도,370,370,1,2, , , ,1,107,82-0000002736,, ,2736,10200, ,N
4052, ,청백1단지,2,0,350,782도,370,370,1,2, , , ,1,107,82-0000004403,, ,4403,10200, ,N
2392, ,월성운수,1,0,210,716-3도,230,230,1,2, , , ,1,109,82-0000000357,,5341702,357,10100, ,N
2393, ,중곡1동사거리,3,0,210,264-3도, ,230,1,2, , , ,1,109,82-0000004504,, ,4504,10100, ,N
2394, ,세종초교,1,0,210,158-2대,230,230,1,2, , , ,1,109,82-0000004415,,5237424,4415,10900, ,N
2395, ,장안초교,1,0,210,102-16도,230,230,1,2, , , ,1,109,82-0000000303,,5236152,303,10900, ,N
2396, ,중곡역,1,0,210,169-80대,230,230,1,2, , , ,1,109,82-0000002990,,5350522,2990,10100, ,N
2397, ,중곡동주민센터,1,0,210,277-6도,230,230,1,2, , , ,1,109,82-0000000304,,5248972,304,10100, ,N
2398, ,능동119안전센터,1,0,210,280-7도, ,230,1,2, , , ,1,109,82-0000002255,, ,2255,10200, ,N
2399, ,세종대,1,0,210,산3-33임, ,230,1,2, , , ,1,109,82-0000004665,, ,4665,10200, ,Y
2400, ,능동로분수광장,1,0,210,94-6대,230,230,1,2, , , ,1,109,82-0000004666,,5235412,4666,10700, ,N
2402, ,노유육관문,1,0,210,553-443대,230,230,1,2, , , ,1,109,82-0000004416,,5222572,4416,10600, ,N
2403, ,국립서울병원정문,1,0,210,293-22도,230,230,1,2, , , ,1,109,82-0000001273,,5350922,1273,10100, ,N
2404, ,남경순대,1,0,210,24-34대,230,230,1,2, , , ,2,109,82-0000003646,,5258792,3646,10100, ,N
2405, ,예향교회앞,1,0,210,62-17대,230,230,1,2, , , ,1,109,82-0000004751,,5268202,4751,10100, ,N
2406, ,동의초교,2,0,210,104-20대,230,230,1,2, , , ,2,109,82-0000000305,,5277362,305,10300, ,N
2407, ,선화예고,1,0,210,141구, ,230,1,2, , , ,1,109,82-0000003154,, ,3154,10300, ,N
2408, ,광진경찰서,1,0,210,18-14공,230,230,1,2, , , ,1,109,82-0000004835,,5254592,4835,10300, ,N
2409, ,광진구청,1,0,210,205-5구, ,230,1,2, , , ,1,109,82-0000004553,, ,4553,10500, ,N
2410, ,자양아파트,1,0,210,680-65 대,230,230,1,2, , , ,1,109,82-0000000306,,5252694,306,10500, ,N
2411, ,광남초교,1,0,210,486-1도, ,230,1,2, , , ,2,109,82-0000003155,, ,3155,10400, ,N
2412, ,현대6단지,1,0,210,201-13대,230,230,1,2, , , ,2,109,82-0000000101,,5274202,101,10300, ,N
2413, ,해주카센터,1,2340,210,374-9답,230,230,1,2, , , ,1,109,82-0000003577,,5235542,3577,10700, ,N
2414, ,능동로분수광장(연등),1,2400,210,2-21대,230,230,1,2, , , ,1,109,82-0000003156,,5234382,3156,10700, ,N
2415, ,시민교회,1,2339,210,122-3대,230,230,1,2, , , ,1,109,82-0000001656,,5257862,1656,10200, ,N
2416, ,어린이대공원후문,1,0,210,96-18대,230,230,1,2, , , ,1,109,82-0000003107,,5267412,3107,10300, ,N
2417, ,아차산역,1,0,210,470-2도,230,230,1,2, , , ,1,109,82-0000002256,,5266592,2256,10300, ,N
2418, ,오렌지팩토리앞,1,651,210,33-69대,230,230,1,2, , , ,1,109,82-0000004011,,5276042,4011,10300, ,N
2419, ,센스빌오피스텔앞,1,0,200,80-1도,180,180,1,2, , , ,1,109,82-0000003439,, ,3439,11800, ,N
2420, ,성동세무서,1,0,200,73-37천,180,180,1,2, , , ,1,109,82-0000002106,,5216612,2106,11800, ,N
2421, ,어린이대공원역(연등),2,2340,210,98학,230,230,1,2, , , ,1,109,82-0000002991,,5236402,2991,10900, ,N
2422, ,구의수원지,1,0,210,203-27도, ,230,1,2, , , ,1,109,82-0000000307,, ,307,10300, ,N
2423, ,해성자동차공업사앞,1,0,200,278-34장,180,180,1,2, , , ,1,109,82-0000004505,,5215312,4505,11500, ,N
2424, ,동서울케이블TV앞,1,0,200,279-2대,180,180,1,2, , , ,1,109,82-0000004554,,5215502,4554,11500, ,N
2425, ,조양시장(연등),1,2368,210,36-22대,230,230,1,2, , , ,1,109,82-0000005373,,5224462,5373,10600, ,N
2426, ,구의삼성쉐르빌(연등),1,2372,210,201-9구,230,230,1,2, , , ,1,109,82-0000002259,,5274122,2259,10300, ,N
2427, ,자양초교(연등),1,2369,210,768-2대,230,230,1,2, , , ,1,109,82-0000002992,,5243972,2992,10500, ,N
2428, ,동부지원,1,0,210,245-24도, ,230,1,2, , , ,1,109,82-0000002107,, ,2107,10300, ,N
2487, ,뚝섬쇼핑(연등)1,1,2383,200,331-97도,180,180,1,2, , , ,1,109,82-0000002530,, ,2530,11500, ,N
2429, ,삼성아파트삼거리(연등)1,1,2359,210,236도,230,230,1,2, , , ,1,109,82-0000001084,,5285502,1084,10400, ,N
2430, ,삼성아파트삼거리(연등)2,1,2359,210,236도,230,230,1,2, , , ,1,109,82-0000002260,,5285822,2260,10400, ,N
2431, ,성수공고앞(연등),1,4942,200,19-1학,180,180,1,2, , , ,1,109,82-0000002261,,4294543,2261,11400, ,N
2432, ,영동대교북단(연등),1,344,200,231-24도,180,180,1,2, , , ,1,109,82-0000001866,, ,1866,11500, ,N
2433, ,신양중,1,0,210,832-34대,230,230,1,2, , , ,1,109,82-0000003158,,5213864,3158,10600, ,N
2434, ,동자초교(연등)3,1,2380,210,553-532도,230,230,1,2, , , ,1,109,82-0000000308,, ,308,10500, ,N
2435, ,동자초교,1,2380,210,553-500도, ,230,1,2, , , ,1,109,82-0000003681,, ,3681,10500, ,N
2436, ,신자초교입구(연등),1,2345,210,718 도, ,230,1,2, , , ,1,109,82-0000000740,, ,740,10500, ,N
2437, ,신자초교후문(연등),1,2438,210,712 도,230,230,1,2, , , ,2,109,82-0000003159,,5232952,3159,10500, ,N
2438, ,신자초교후문,1,0,210,718 도,230,230,1,2, , , ,2,109,82-0000003160,,5232822,3160,10500, ,N
2439, ,뚝섬역(연등),1,279,200,674-1천,180,180,1,2, , , ,1,109,82-0000001867,,4286454,1867,11400, ,N
2441, ,군자지하차도(연등),1,2390,200,100-29대,180,180,1,2, , , ,1,109,82-0000003440,,5238302,3440,11800, ,N
2442, ,성수1차대우아파트(연등),1,2389,210,280-48도,230,230,1,2, , , ,1,109,82-0000004016,,5225133,4016,10700, ,N
2443, ,성수2가(연등),1,2388,200,275-24도,180,180,1,2, , , ,1,109,82-0000001146,,5214622,1146,11500, ,N
2444, ,국립서울병원후문,1,338,210,168-7대,230,230,1,2, , , ,1,109,82-0000004598,,5259372,4598,10100, ,N
2445, ,행당삼부아파트105동앞,1,0,200,156-5철,180,180,1,2, , , ,1,109,82-0000001274,, ,1274,10700, ,N
2446, ,행당삼부아파트,1,0,200,168-200 철,180,180,1,2, , , ,1,109,82-0000001294,,4278162,1294,10700, ,N
2447, ,외환은행성동,1,0,200,150대,180,180,1,2, , , ,1,109,82-0000001275,,4269632,1275,10700, ,N
2448, ,교보생명왕십리지점,1,0,200,265대,180,180,1,2, , , ,1,109,82-0000003070,,4269352,3070,10200, ,N
2449, ,상왕십리역(연등)2,1,662,200,343대,180,180,1,2, , , ,1,109,82-0000002257,,4269162,2257,10400, ,N
2450, ,국립서울병원후문(연등),1,2444,210,167-19대,230,230,1,2, , , ,1,109,82-0000004597,,5259252,4597,10100, ,N
2451, ,중곡동주민센터(연등)1,1,2397,210,162-22대,230,230,1,2, , , ,1,109,82-0000004617,,5248842,4617,10100, ,N
2453, ,CGV군자,1,0,210,648-29도,230,230,1,2, , , ,1,109,82-0000001276,,5247582,1276,10200, ,N
2454, ,일마트앞,1,0,210,280-3도, ,230,1,2, , , ,1,109,82-0000001277,, ,1277,10200, ,N
2455, ,국립서울병원정문(연등),1,2403,210,296-15대,230,230,1,2, , , ,1,109,82-0000002108,,5259992,2108,10100, ,N
2456, ,중곡사거리(연등)2,2,510,210,266-6도, ,230,1,2, , , ,1,109,82-0000003058,, ,3058,10100, ,N
2457, ,중곡사거리(연등)1,1,510,210,266-6도, ,230,1,2, , , ,1,109,82-0000001278,, ,1278,10100, ,N
2458, ,선화예고(연등)1,1,2407,210,140구, ,230,1,2, , , ,1,109,82-0000002109,, ,2109,10300, ,N
2460, ,수협구의지점앞,1,0,210,254-10대,230,230,1,2, , , ,1,109,82-0000003441,,5254452,3441,10300, ,N
2461, ,Y타워앞,1,0,210,236-11도,230,230,1,2, , , ,1,109,82-0000000102,,5254323,102,10500, ,N
2462, ,자양중입구,1,2345,210,712도, ,230,1,2, , , ,2,109,82-0000000309,, ,309,10500, ,N
2463, ,이에스에이리버하우스,1,0,200,210천,180,180,1,2, , , ,1,109,82-0000004258,,4296582,4258,11400, ,N
2464, ,성수대교북단,1,0,200,685-534제,180,180,1,2, , , ,1,109,82-0000002110,,4275023,2110,11400, ,N
2466, ,구의국민은행,1,0,210,227-19대,230,230,1,2, , , ,2,109,82-0000001279,,5264442,1279,10300, ,N
2467, ,무학아파트입구,1,0,200,319-2대,180,180,1,2, , , ,1,109,82-0000002258,,4259583,2258,10200, ,N
2468, ,상왕십리,1,2467,140,508대,110,110,1,2, , , ,1,108,82-0000003157,,4259192,3157,16200, ,N
2469, ,신성그랜드타워,1,2393,210,173-21대,230,230,1,2, , , ,1,109,82-0000001280,,5249993,1280,10100, ,N
2470, ,대원고(연등)2,1,0,210,271-2대,230,230,1,2, , , ,1,109,82-0000005360,,5269103,5360,10100, ,N
2471, ,파인힐모텔(연등),1,3217,210,298-1도, ,230,1,2, , , ,1,109,82-0000003161,, ,3161,10100, ,N
2472, ,혜원약국,1,3216,210,694도,230,230,1,2, , , ,1,109,82-0000000103,,5350273,103,10100, ,N
2473, ,뚝섬체육공원(연등),1,2386,200,662-2도,180,180,1,2, , , ,1,109,82-0000000104,, ,104,11400, ,N
2474, ,동곡삼거리(연등),1,93,210,677도, ,230,1,2, , , ,1,109,82-0000001868,, ,1868,10100, ,N
2475, ,중곡동주민센터(연등)2,1,2397,210,165-28대,230,230,1,2, , , ,1,109,82-0000001281,,5259002,1281,10100, ,N
2476, ,어린이회관앞,1,0,210,18공,230,230,1,2, , , ,1,109,82-0000003059,,5245562,3059,10800, ,N
2477, ,럭키부동산,1,0,210,191-141대,230,230,1,2, , , ,2,109,82-0000004684,,5249562,4684,10100, ,N
2478, ,광남중고교입구(연등),1,2373,210,548-1대, ,230,1,2, , , ,2,109,82-0000001869,, ,1869,10300, ,N
2479, ,군자교동측,1,2355,210,268-2도,230,230,1,2, , , ,1,109,82-0000003814,,5238953,3814,10100, ,N
2481, ,구의시장(연등),1,2362,210,233-6도, ,230,1,2, , , ,1,109,82-0000003060,, ,3060,10300, ,N
2482, ,성동고교(연등)1,1,439,140,1152대,110,110,1,2, , , ,1,108,82-0000004264,,4340502,4264,16500, ,N
2483, ,성수역(연등),1,2367,200,289-36구,180,180,1,2, , , ,1,109,82-0000003682,,4295862,3682,11500, ,N
2484, ,광진노인종합복지관,3,2395,210,116-10도,230,230,1,2, , , ,1,109,82-0000002993,,5236283,2993,10900, ,N
2485, ,해주카센터(연등),1,2340,210,98학,230,230,1,2, , , ,1,109,82-0000004017,,5235662,4017,10700, ,N
2486, ,신당중앙시장,1,0,140,1228대,110,110,1,2, , , ,1,108,82-0000004422,,4340102,4422,16500, ,N
2488, ,자양4동주민센터,1,2401,210,65-2도, ,230,1,2, , , ,1,109,82-0000004685,, ,4685,10500, ,N
2489, ,광희초등학교앞,1,0,140,162-1도,110,110,1,2, , , ,1,108,82-0000003162,,4330432,3162,16300, ,N
2490, ,기동대,1,0,140,193-37도,110,110,1,2, , , ,1,108,82-0000004417,, ,4417,16200, ,N
2492, ,흥인초교,1,0,140,292-7도,110,110,1,2, , , ,1,108,82-0000004333,, ,4333,16200, ,N
2493, ,씨유청구역점,1,0,140,304-215도,110,110,1,2, , , ,2,108,82-0000000310,,4229704,310,16200, ,N
2494, ,자바빌딩,3,0,140,225-23 도,110,110,1,2, , , ,2,108,82-0000003163,,4229423,3163,16200, ,N
2495, ,성원빌딩,1,2496,140,304-684도,110,110,1,2, , , ,1,108,82-0000000105,,4228952,105,16200, ,N
2496, ,청구동,1,0,140,308-55대,110,110,1,2, , , ,1,108,82-0000001282,,4228724,1282,16200, ,N
2498, ,금호역,3,0,200,1331대,180,180,1,2, , , ,1,109,82-0000002994,,4236425,2994,11100, ,N
2499, ,약수역(연등),1,60,140,373-2도,110,110,1,2, , , ,1,108,82-0000004423,,4227642,4423,16200, ,N
2500, ,신당119안전센터,1,0,140,369-2도,110,110,1,2, , , ,1,108,82-0000003026,, ,3026,16200, ,N
2501, ,남산정은스카이아파트(연등),1,2502,140,432-96대,110,110,1,2, , , ,1,108,82-0000001298,,4226082,1298,16200, ,N
2502, ,남산정은스카이아파트,1,0,140,353-14대,110,110,1,2, , , ,1,108,82-0000002275,,4216952,2275,16200, ,N
2503, ,버티고개역,1,0,140,산24-110도,110,110,1,2, , , ,1,108,82-0000004379,, ,4379,16200, ,N
2504, ,청구E편한세상,1,2505,140,292-38대,110,110,1,2, , , ,2,108,82-0000005285,,4238273,5285,16200, ,N
2505, ,신당삼성아파트(연등)2,1,2506,140,294-25도,110,110,1,2, , , ,2,108,82-0000000754,,4238472,754,16200, ,N
2506, ,신당삼성아파트,2,0,140,289-7도,110,110,1,2, , , ,2,108,82-0000003012,, ,3012,16200, ,N
2507, ,금호여중(연등)2,1,2509,140,40-682임,110,110,1,2, , , ,2,108,82-0000004380,, ,4380,16200, ,N
2508, ,금호여중(연등)1,1,2509,140,40-683도,110,110,1,2, , , ,2,108,82-0000002610,, ,2610,16200, ,N
2509, ,금호여중,1,0,140,40-683도,110,110,1,2, , , ,2,108,82-0000001299,, ,1299,16200, ,N
2510, ,대경상고,1,0,200,1813 수,180,180,1,2, , , ,2,109,82-0000001952,, ,1952,11000, ,N
2511, ,신금호역,4,0,200,223-1도,180,180,1,2, , , ,2,109,82-0000001204,,4247163,1204,11000, ,N
2512, ,금호벽산아파트,3,0,200,580-1도,180,180,1,2, , , ,2,109,82-0000000755,,4257113,755,10900, ,N
2513, ,금남시장(연등)2,1,128,200,1217 대,180,180,1,2, , , ,1,109,82-0000003669,,4246712,3669,11200, ,N
2514, ,금호대우아파트,1,0,200,800대,180,180,1,2, , , ,1,109,82-0000002276,, ,2276,11200, ,N
2515, ,옥수치안센터(연등),1,2516,200,산5-147도,180,180,1,2, , , ,1,109,82-0000003076,, ,3076,11300, ,N
2516, ,옥수치안센터,1,0,200,산5-148도,180,180,1,2, , , ,1,109,82-0000003077,, ,3077,11300, ,N
2517, ,옥수극동아파트,1,0,200,276-4도,180,180,1,2, , , ,1,109,82-0000003013,, ,3013,11300, ,N
2518, ,옥수극동아파트(연등)1,1,2517,200, ,180,180,1,2, , , ,1,109,82-0000000756,,4224892,756,11300, ,N
2519, ,옥정중,1,0,200,447-2도,180,180,1,2, , , ,1,109,82-0000004511,, ,4511,11300, ,N
2520, ,옥정중(연등)1,1,2519,200,450-2도,180,180,1,2, , , ,1,109,82-0000001300,, ,1300,11300, ,N
2521, ,옥정중(연등)2,1,2519,200,450-2도,180,180,1,2, , , ,1,109,82-0000003258,, ,3258,11300, ,N
2522, ,옥수삼성아파트후문,1,0,200,207-4도,180,180,1,2, , , ,2,109,82-0000003078,, ,3078,11300, ,N
2523, ,옥정중(연등)3,1,2519,200,450-2도,180,180,1,2, , , ,1,109,82-0000004265,, ,4265,11300, ,N
2524, ,금호펌프장,2,2525,200,255-1도,180,180,1,2, , , ,1,109,82-0000004688,,4245943,4688,11200, ,N
2525, ,금호주유소,1,0,200,1194-1 대,180,180,1,2, , , ,2,109,82-0000004512,,4255084,4512,11200, ,N
2526, ,응봉마을금고,1,0,200,200-2도,180,180,1,2, , , ,1,109,82-0000001587,, ,1587,10800, ,N
2527, ,응봉사거리(연등),1,278,200,320-60학,180,180,1,2, , , ,1,109,82-0000002100,,4267544,2100,10800, ,N
2528, ,무학중학교,1,0,200,299-14대,180,180,1,2, , , ,1,109,82-0000004127,,4268132,4127,10700, ,N
2529, ,행현초교,1,2528,200,976-12대,180,180,1,2, , , ,1,109,82-0000000120,,4258923,120,10700, ,N
2530, ,행당한진아파트(연등),1,2531,200,322-428도,180,180,1,2, , , ,1,109,82-0000003183,, ,3183,10700, ,N
2531, ,행당한진아파트,3,0,200,317-10수,180,180,1,2, , , ,1,109,82-0000004689,, ,4689,10700, ,N
2532, ,행당대림아파트,3,0,200,347-9도,180,180,1,2, , , ,1,109,82-0000003014,, ,3014,10700, ,N
2533, ,논골사거리,3,0,200,168-298도,180,180,1,2, , , ,1,109,82-0000001953,, ,1953,10900, ,N
2534, ,하왕십리풍림아파트,2,0,200,165도,180,180,1,2, , , ,2,109,82-0000003365,, ,3365,10900, ,N
2535, ,한양대병원,2,0,200,10도,180,180,1,2, , , ,1,109,82-0000004128,, ,4128,10700, ,N
2536, ,한양여고,1,0,200,304-1도,180,180,1,2, , , ,1,109,82-0000001588,, ,1588,10600, ,N
2537, ,마장동금호아파트,1,2536,200,395-2도,180,180,1,2, , , ,1,109,82-0000001301,, ,1301,10500, ,N
2538, ,성동노인종합복지관,1,2536,200,804도,180,180,1,2, , , ,1,109,82-0000005296,, ,5296,10500, ,N
2539, ,기업은행마장,2,0,200,803제,180,180,1,2, , , ,1,109,82-0000000757,,4380432,757,10500, ,N
2540, ,마장동주민센터,1,0,200,810천,180,180,1,2, , , ,2,109,82-0000000758,,4380622,758,10500, ,N
7650, ,506동앞(경보),1,0,710,27대,360,360,1,2, , , , ,106,82-0000007320,,5168941,7320,10100, , 
7654, ,국민연금관리공단(경보),1,0,710,7대,360,360,1,2, , , , ,106,82-0000007324,,5189301,7324,10200, , 
7655, ,동풍아트빌(경보),2,0,710,105-10대,360,360,1,2, , , , ,106,82-0000007325,,6156321,7325,11200, , 
7665, ,서울복합물류 GATE 2(경보),1,0,710,625 공,360,360,1,2, , , , ,106,82-0000007335,,6110811,7335,10900, , 
7666, ,석촌초등학교(경보),2,0,710,171-9대,360,360,1,2, , , , ,106,82-0000007336,,5196001,7336,10500, , 
7668, ,신천나들목(경보),3,0,710,1-2천,360,360,1,2, , , , ,106,82-0000007338,,5149341,7338,10100, , 
7687, ,고덕1PB(경보)1,3,0,740,670대,310,310,1,2, , , , ,106,82-0000007357,,6268903,7357,10200, , 
7688, ,경희의료원앞(경보),1,0,740,46-4대,310,310,1,2, , , , ,106,82-0000007358,,6287001,7358,10100, , 
7693, ,다솜어린이공원(경보),1,0,740,66전,310,310,1,2, , , , ,106,82-0000007363,,7310571,7363,10400, , 
7696, ,서하남IC(경보),1,0,740,산29-7임,310,310,1,2, , , , ,106,82-0000007366,,6159941,7366,10600, , 
7706, ,주몽학교정문(경보),1,0,740,산 26-7 공,310,310,1,2, , , , ,106,82-0000007376,,6295571,7376,10300, , 
7711, ,프라이어팰리스(경보),3,0,740,400 대,310,310,1,2, , , , ,106,82-0000007381,,6247941,7381,10700, , 
7717, ,잠실유수지(경보)2,2,0,710,310-16대,360,360,1,2, , , , ,106,82-0000007387,,5145994,7387,10100, , 
7718, ,고덕아이파크(경보)2,2,0,740,485-3 천,310,310,1,2, , , , ,106,82-0000007388,,6288193,7388,10200, , 
7844, ,더청담아트홀(경보),2,0,680,81-5 대,280,280,1,2, , , , ,106,82-0000007514,,4280351,7514,10400, , 
7852, ,신사동 에이랜드(경보),3,0,680,426 대,280,280,1,2, , , , ,106,82-0000007522,,4240671,7522,10700, , 
7857, ,양재초교(경보),1,0,650,산46-2임,340,340,1,2, , , , ,105,82-0000007527,,4069571,7527,10200, , 
7859, ,구룡터널입구(경보),1,0,650,1-977 전,340,340,1,2, , , , ,106,82-0000007529,,5027971,7529,10900, , 
7872, ,대치삼성아파트(경보),3,0,680,1011-8 도,410,410,1,2, , , , ,106,82-0000007542,,5114181,7542,10600, , 
7881, ,래미안대치팰리스202동(경보),3,0,680,1019-10 대,410,410,1,2, , , , ,106,82-0000007551,,5114321,7551,10600, , 
7902, ,망원우체국(연등),1,0,440,255-16도,210,210,1,2, , , , ,108,82-0000007572,,2248131,7572,12300, , 
7913, ,목동14단지(연등),1,0,470,281-24 도,350,350,1,2, , , , ,104,82-0000007583,,1178971,7583,10100, , 
7918, ,마곡배드민턴장,1,0,500,74답,300,300,1,2, , , , ,104,82-0000007588,,1301861,7588,10500, , 
7924, ,염리초교후문,2,0,440,161-7대,210,210,1,2, , , , ,108,82-0000007594,,3204881,7594,10900, , 
7340, ,월계역신도브래뉴(경보),2,0,350,320-12공,370,370,1,2, , , , ,107,82-0000007010,,5404901,7010,10200, , 
7343, ,초안산쌍용102동(경보),2,0,350,산24-1임,370,370,1,2, , , , ,107,82-0000007013,,4484561,7013,10200, , 
7351, ,신묵초교입구,2,0,260,242-3대,270,270,1,2, , , , ,109,82-0000007021,,5339603,7021,10400, , 
7648, ,수유시장앞(경보),1,0,300,163-2대,250,250,1,2, , , , ,107,82-0000007318,,4454143,7318,10100, , 
7651, ,K마트(경보),3,0,710,255-7 전,360,360,1,2, , , , ,106,82-0000007321,,6184541,7321,11400, , 
7652, ,가락시장 강동수산(경보),3,0,710,479대,360,360,1,2, , , , ,106,82-0000007322,,6104011,7322,10700, , 
7656, ,마천역(경보),3,0,710,191-46대,360,360,1,2, , , , ,106,82-0000007326,,6174531,7326,11400, , 
7658, ,보성중고등학교(경보),1,0,710,450-28도,360,360,1,2, , , , ,106,82-0000007328,,6149291,7328,11100, , 
7682, ,SM베스트빌(경보),3,0,740,54-7대,310,310,1,2, , , , ,106,82-0000007352,,6254021,7352,10500, , 
7689, ,고덕주공901동앞(경보),1,0,740,42대,310,310,1,2, , , , ,106,82-0000007359,,6276441,7359,10100, , 
7699, ,상일여중고교(경보),1,0,740,124대,310,310,1,2, , , , ,106,82-0000007369,,7206821,7369,10300, , 
7708, ,중앙하이츠(경보),1,0,740,산 57 임,310,310,1,2, , , , ,106,82-0000007378,,6286961,7378,10300, , 
7713, ,한영중고교(경보),1,0,740,산48임,310,310,1,2, , , , ,106,82-0000007383,,6286551,7383,10300, , 
7786, ,수색119안전센터,1,0,380,산8-17임,240,240,1,2, , , , ,108,82-0000007456,,2314131,7456,10100, , 
7787, ,금호파크힐스,2,0,200,1-72 수,180,180,1,2, , , , ,109,82-0000007457,,4247341,7457,11000, , 
7795, ,구로등기소(연등),1,0,530,646-38제,330,330,1,2, , , , ,104,82-0000007465,,2115531,7465,10200, , 
7808, ,사육신공원(연등),2,0,590,475-1도,220,220,1,2, , , , ,105,82-0000007478,,3118731,7478,10100, , 
7811, ,신림1교(연등)1,1,0,620,88-93도,290,290,1,2, , , , ,105,82-0000007481,,2180573,7481,10200, , 
7817, ,양산교(연등),3,0,620,408-35 도,290,290,1,2, , , , ,105,82-0000007487,,2089971,7487,10200, , 
