교차로코드,입력일자,교차로명칭,유형코드,연동교차로코드,구코드 (공통),지번,구경찰서 (공통);,신경찰서 (공통);,작업구분 (공통);,표출구분 (공통);,고객번호,계약종별,계량기번호,도로구분 (공통);,관할사업소 (공통);,교차로관리번호,공간데이터,신규정규화ID,이력ID,동코드 (공통),공사형태 (공통);,지도표출구분
5831, ,화곡I파크아파트2,1,0,500, ,300,300,1,2, , , ,2,104,82-0000003553,, ,3553,10300, ,N
5832, ,한양대병원(연등),1,0,200, ,180,180,1,2, , , ,1,109,82-0000005406,, ,5406,10700, ,N
5833, ,염창동1차(경보),1,0,500, ,300,300,1,2, , , ,1,104,82-0000005407,, ,5407,10100, ,N
5834, ,인방빌딩앞(경보),1,0,500, ,300,300,1,2, , , ,2,104,82-0000005408,, ,5408,10200, ,N
5835, ,금호대우아파트(연등),1,0,200, ,180,180,1,2, , , ,1,109,82-0000004726,, ,4726,11200, ,N
5836, ,장안시영아파트후문(경보),1,0,230, ,200,200,1,2, , , ,2,109,82-0000005534,, ,5534,10600, ,N
5839, ,천주교회앞(경보),1,0,500, ,300,300,1,2, , , ,2,104,82-0000003554,, ,3554,10800, ,N
5840, ,방화서광아파트,1,0,500, ,300,300,1,2, , , ,2,104,82-0000003555,, ,3555,10900, ,N
5841, ,태영운수(경보),1,0,500, ,300,300,1,2, , , ,2,104,82-0000003556,, ,3556,10900, ,N
5842, ,가양5단지상가(연등),1,0,500, ,300,300,1,2, , , ,2,104,82-0000003557,, ,3557,10400, ,N
5843, ,가양초교(연등)2,1,0,500, ,300,300,1,2, , , ,2,104,82-0000003558,, ,3558,10400, ,N
5844, ,천지자동차(경보),1,0,500, ,300,300,1,2, , , ,1,104,82-0000003967,, ,3967,10400, ,N
5846, ,삼성아파트앞(경보),1,0,500, ,300,300,1,2, , , ,2,104,82-0000003969,, ,3969,10100, ,N
5847, ,현대자동차(경보),1,0,500, ,300,300,1,2, , , ,2,104,82-0000003970,, ,3970,10100, ,N
5848, ,극동상록수아파트(경보),1,0,500, ,300,300,1,2, , , ,2,104,82-0000003971,, ,3971,10100, ,N
5849, ,염창파출소앞(경보),1,0,500, ,300,300,1,2, , , ,2,104,82-0000003972,, ,3972,10100, ,N
5850, ,옥수하이츠(경보)(연등),1,0,200, ,180,180,1,2, , , ,2,109,82-0000003973,, ,3973,11300, ,N
5851, ,목1011단지사이,1,0,470, ,350,350,1,2, , , ,2,104,82-0000005409,, ,5409,10100, ,N
5852, ,성가복지병원,1,0,290, ,320,320,1,2, , , ,1,107,82-0000004487,, ,4487,13600, ,N
5853, ,화곡고가밑(경보),1,3939,500, ,300,300,1,2, , , ,1,104,82-0000005410,, ,5410,10300, ,N
5854, ,일성스카이빌(경보),1,0,500, ,300,300,1,2, , , ,2,104,82-0000005411,, ,5411,10300, ,N
5855, ,수협직판장(연등),1,3020,500, ,300,300,1,2, , , ,1,104,82-0000005412,, ,5412,10800, ,N
5856, ,강서동물병원,3,0,500, ,300,300,1,2, , , ,2,104,82-0000005413,,1222272,5413,10300, ,N
5857, ,화곡7동주민센터(연등),3,0,500,409-248대,300,300,1,2, , , ,2,104,82-0000005414,,1232072,5414,10300, ,N
5858, ,현대빌리지(경보),3,0,500, ,300,300,1,2, , , ,2,104,82-0000005415,, ,5415,10300, ,N
5859, ,서진빌라앞(경보),3,0,500, ,300,300,1,2, , , ,2,104,82-0000005416,, ,5416,10300, ,N
7602, ,강변역하차장(연등),1,0,210,611대,230,230,1,2, , , , ,109,82-0000007272,,5273331,7272,10300, , 
5861, ,화곡보람아파트(경보),1,0,500, ,300,300,1,2, , , ,2,104,82-0000005418,, ,5418,10300, ,N
5862, ,네오빌옆(경보),1,0,500, ,300,300,1,2, , , ,2,104,82-0000005419,, ,5419,10300, ,N
2215, ,강동성심병원,3,0,740,461도,310,310,1,2, , , ,1,106,82-0000003749,, ,3749,10500, ,N
2216, ,길동현대병원,1,0,740,389-5 대,310,310,1,2, , , ,1,106,82-0000001222,,6253232,1222,10500, ,N
2217, ,강동성심병원입구,1,0,740,462도,310,310,1,2, , , ,2,106,82-0000001584,, ,1584,10500, ,N
2218, ,길동시장,1,0,740,415-5대,310,310,1,2, , , ,1,106,82-0000004014,,6243722,4014,10500, ,N
2219, ,길동초교(연등)1,1,2220,740,391-15도,310,310,1,2, , , ,1,106,82-0000002512,, ,2512,10500, ,N
2220, ,길동초교,1,0,740,390-29도,310,310,1,2, , , ,1,106,82-0000002579,, ,2579,10500, ,N
2221, ,보훈병원입구,3,0,740,307도,310,310,1,2, , , ,1,106,82-0000004659,, ,4659,10600, ,N
2222, ,둔촌고교입구,3,0,740,149도,310,310,1,2, , , ,1,106,82-0000000075,, ,75,10600, ,N
2223, ,생태공원앞,3,0,740,176-11도,310,310,1,2, , , ,1,106,82-0000000920,, ,920,10500, ,N
2224, ,길동생태공원,2,0,740,12-5도,310,310,1,2, , , ,1,106,82-0000001505,, ,1505,10500, ,N
2225, ,방아삼거리,2,0,740,105-21도,310,310,1,2, , , ,1,106,82-0000002966,,6260564,2966,10600, ,N
2226, ,방아삼거리2,2,0,740,6-2대,310,310,1,2, , , ,1,106,82-0000002580,,6261722,2580,10600, ,N
2227, ,신성아파트,3,0,740,112-2도,310,310,1,2, , , ,2,106,82-0000000985,, ,985,10600, ,N
2228, ,보훈병원(연등)1,3,4628,740,88-2도,310,310,1,2, , , ,2,106,82-0000003617,, ,3617,10600, ,N
2229, ,둔촌주공아파트,2,0,740,87-2도,310,310,1,2, , , ,2,106,82-0000002848,,6251752,2848,10600, ,N
2231, ,신명초교입구,3,0,740,95도,310,310,1,2, , , ,2,106,82-0000000753,, ,753,10500, ,N
2232, ,대명초교입구,3,0,740,168도,310,310,1,2, , , ,1,106,82-0000000277,, ,277,10300, ,N
2233, ,한영중고교앞,3,0,740,149대,310,310,1,2, , , ,1,106,82-0000002849,,6286242,2849,10100, ,N
2234, ,대명초교입구(연등)1,2,2232,740,152대,310,310,1,2, , , ,1,106,82-0000000278,,6286202,278,10300, ,N
2235, ,E-마트,3,0,740,302도,310,310,1,2, , , ,1,106,82-0000000752,, ,752,10200, ,N
2236, ,고덕역,3,0,740,314도,310,310,1,2, , , ,1,106,82-0000003515,, ,3515,10200, ,N
2237, ,묘곡초교,3,0,740,669도,310,310,1,2, , , ,2,106,82-0000000329,, ,329,10200, ,N
2238, ,광문고교,3,0,740,302도,310,310,1,2, , , ,1,106,82-0000001506,, ,1506,10200, ,N
2239, ,공무원아파트,2,0,740,295학,310,310,1,2, , , ,1,106,82-0000002967,,6288332,2967,10200, ,N
2240, ,상일동역,3,0,740,299도,310,310,1,2, , , ,1,106,82-0000003516,, ,3516,10300, ,N
2242, ,상일동역사거리,2,0,740,146도,310,310,1,2, , , ,1,106,82-0000003618,, ,3618,10300, ,N
2243, ,상일시장,2,0,740,299도,310,310,1,2, , , ,1,106,82-0000000921,, ,921,10200, ,N
2244, ,상일IC,3,0,740,359-3도,310,310,1,2, , , ,1,106,82-0000000279,, ,279,10300, ,N
2246, ,늘푸른교회,2,0,740,283-5대,310,310,1,2, , , ,1,106,82-0000002581,,7205873,2581,10300, ,N
2247, ,상일동아아파트,3,0,740,168도,310,310,1,2, , , ,1,106,82-0000000330,, ,330,10300, ,N
2249, ,상일주공3단지,2,0,740,120도,310,310,1,2, , , ,1,106,82-0000001833,, ,1833,10300, ,N
2250, ,주공6단지,2,0,740,120도,310,310,1,2, , , ,1,106,82-0000000958,, ,958,10300, ,N
2251, ,상일주공5단지,1,0,740,133도,310,310,1,2, , , ,2,106,82-0000003674,, ,3674,10300, ,N
2252, ,강동고교입구,1,0,740, ,310,310,1,2, , , ,2,106,82-0000000280,,6296872,280,10300, ,N
2253, ,경희의료원앞,2,0,740,147도,310,310,1,2, , , ,1,106,82-0000003619,, ,3619,10300, ,N
2254, ,대명초교앞,2,0,740,59도,310,310,1,2, , , ,2,106,82-0000004250,, ,4250,10100, ,N
2255, ,고덕현대아파트,3,0,740,58도,310,310,1,2, , , ,1,106,82-0000000922,, ,922,10100, ,N
599, ,서울교대,3,0,650,1748-33도,340,340,1,2, , , ,1,105,82-0000001811,, ,1811,10800, ,N
600, ,세곡동사거리,3,0,680,134-3도,410,410,1,2, , , ,1,106,82-0000000581,, ,581,11100, ,N
609, ,구산사거리,3,0,380,194-2구,390,390,1,2, , , ,1,108,82-0000004166,, ,4166,10500, ,N
610, ,서울혁신파크정문,1,0,380,산42-18천,240,240,1,2, , , ,1,108,82-0000002720,,2389823,2720,10200, ,N
611, ,시청,3,0,140,31 대,130,130,1,2, , , ,1,108,82-0000003223,,3269573,3223,11400, ,N
612, ,퇴계로5가,3,0,140,173-10도,110,110,1,2, , , ,1,108,82-0000002721,, ,2721,14400, ,N
613, ,숙명여대입구(연등)2,3,2639,170,56-5도,160,160,1,2, , , ,1,108,82-0000004830,, ,4830,11100, ,N
614, ,학동,3,0,680,77-6 도,280,280,1,2, , , ,1,106,82-0000002909,, ,2909,10400, ,N
615, ,여의도수정아파트,3,0,560,4도,170,170,1,2, , , ,2,104,82-0000000582,, ,582,11000, ,N
616, ,구반포삼거리,2,0,650,752도,380,380,1,2, , , ,1,105,82-0000000538,, ,538,10700, ,N
617, ,대치우성아파트,3,0,680,78-24유,410,410,1,2, , , ,1,106,82-0000001647,,5125572,1647,10600, ,N
618, ,구산치안센터,1,0,380,195-4도,390,390,1,2, , , ,2,108,82-0000005061,,2440942,5061,10500, ,N
619, ,광산사거리,3,0,300,140도, ,250,1,2, , , ,1,107,82-0000001820,, ,1820,10300, ,N
620, ,국립재활원,3,0,300,410-267천, ,250,1,2, , , ,1,107,82-0000004244,, ,4244,10300, ,N
621, ,광운대입구,2,0,290,466 학,320,320,1,2, , , ,1,107,82-0000003169,,5401662,3169,13800, ,N
622, ,동묘앞역,3,0,110,83-2도, ,150,1,2, , , ,1,107,82-0000003980,, ,3980,17500, ,N
623, ,광교,3,0,110,9도,120,130,1,2, , , ,1,107,82-0000005212,, ,5212,12300, ,N
624, ,퇴계로4가,3,0,140,79-7도,110,110,1,2, , , ,1,108,82-0000000183,, ,183,13300, ,N
625, ,숭례문,3,0,140,24도,130,130,1,2, , , ,1,108,82-0000001874,, ,1874,11700, ,N
626, ,몽촌토성역,2,0,710,19도,360,360,1,2, , , ,1,106,82-0000000690,, ,690,10200, ,Y
7060, ,축협거여(연등),1,2160,710, ,360,360,1,2, , , , ,106,82-0000006730,,6163494,6730,11300, , 
7086, ,강북구민운동장(경보),2,0,300,516-2천,250,250,1,2, , , , ,107,82-0000006756,,4474431,6756,10200, , 
7090, ,안국선원,2,0,110, ,120,120,1,2, , , , ,107,82-0000006760,,3383081,6760,14600, , 
7092, ,우방아파트앞,1,0,620,395공,290,290,1,2, , , , ,105,82-0000006762,,2163411,6762,10200, , 
7096, ,세곡2지구4단지삼거리,1,0,680,759천,410,410,1,2, , , , ,106,82-0000006766,,6019382,6766,11300, , 
7097, ,세곡2지구4단지입구앞,1,0,680,428-2천,410,410,1,2, , , , ,106,82-0000006767,,6100942,6767,11300, , 
7104, ,중암교(연등)1,1,0,440,390대,210,210,1,2, , , , ,108,82-0000006774,,2331242,6774,12600, , 
7113, ,코오롱(연등)2,3,2195,710,195공,360,360,1,2, , , , ,106,82-0000006783,,6127374,6783,11100, , 
7129, ,중대부속초교(연등),1,1669,590,224-1학,220,220,1,2, , , , ,105,82-0000006799,,3136753,6799,10500, , 
7486, ,우리은행독립문,2,0,410, ,140,140,1,2, , , , ,108,82-0000007156,,3331823,7156,10800, , 
6143, ,부대앞(경보),1,0,110, ,140,120,1,2, , , ,1,107,82-0000005850,, ,5850,18400, ,N
6144, ,국립서울맹학교(경보),1,0,110, ,120,120,1,2, , , ,2,107,82-0000005851,, ,5851,10200, ,N
6145, ,LG연구소(경보),1,0,110, ,120,120,1,2, , , ,2,107,82-0000005852,, ,5852,11100, ,N
6146, ,여래약국(경보),1,0,110, ,120,120,1,2, , , ,2,107,82-0000005853,, ,5853,11000, ,N
6147, ,상명초교,2,0,110, ,120,120,1,2, , , ,2,107,82-0000005854,,3337082,5854,18500, ,N
6148, ,초소앞(경보),1,0,110, ,120,120,1,2, , , ,1,107,82-0000005855,, ,5855,10900, ,N
6149, ,미주동방벽운아파트(경보),1,0,350, ,400,370,1,2, , , ,2,107,82-0000005856,, ,5856,10500, ,N
6150, ,성모재활원앞(경보),1,0,680,712-3제,410,410,1,2, , , ,2,106,82-0000005788,,6018892,5788,11300, ,N
6151, ,수락산보람210동(경보),1,0,350, ,400,370,1,2, , , ,2,107,82-0000005758,, ,5758,10500, ,N
6152, ,영림초교(경보),1,0,560, ,330,170,1,2, , , ,2,105,82-0000005431,, ,5431,13300, ,N
6153, ,동남권14번,1,0,680, ,410,410,1,2, , , ,2,106,82-0000005453,, ,5453,11200, ,N
6154, ,숯내교,1,0,680,428-2천,410,410,1,2, , , ,2,106,82-0000005454,,6100873,5454,11200, ,N
6155, ,삼양동주민센터(연등)1,1,4167,300,55-7도,250,250,1,2, , , ,1,107,82-0000005432,,4434803,5432,10100, ,N
6157, ,미아역(연등),1,0,300, ,250,250,1,2, , , ,1,107,82-0000005434,, ,5434,10100, ,N
6158, ,두산베어스타운앞,1,0,230, ,150,200,1,2, , , ,1,109,82-0000005435,, ,5435,10200, ,N
6159, ,성동경찰서앞,1,0,200, ,180,180,1,2, , , ,2,109,82-0000005544,, ,5544,10700, ,N
6160, ,정부서울청사입구,1,0,110, ,120,120,1,2, , , ,1,107,82-0000005789,,33624110,5789,11900, ,N
6161, ,현대종합카센터,1,0,210,616-12대,230,230,1,2, , , ,2,109,82-0000005790,,5242512,5790,10500, ,N
6162, ,신내서울의료원,1,0,260, ,270,270,1,2, , , ,2,109,82-0000005455,, ,5455,10600, ,N
6163, ,백암고(경보),1,0,470, ,350,350,1,2, , , ,2,104,82-0000005545,, ,5545,10100, ,N
6164, ,양천고(경보),1,0,470, ,350,350,1,2, , , ,2,104,82-0000005546,, ,5546,10100, ,N
6165, ,궁동터널입구(경보),1,0,470, ,350,350,1,2, , , ,1,104,82-0000005547,, ,5547,10100, ,N
6166, ,인생약국,1,0,210,680-65 대,230,230,1,2, , , ,1,109,82-0000005548,,5252452,5548,10500, ,N
6167, ,성동고등학교2(경보),1,0,140,1085대,110,110,1,2, , , ,2,108,82-0000005791,,4249592,5791,16200, ,N
6168, ,종로와룡공원앞,1,0,110, ,120,120,1,2, , , ,2,107,82-0000005792,, ,5792,14800, ,N
6169, ,성북LIG주택단지입구,1,0,290, ,190,190,1,2, , , ,1,107,82-0000005793,, ,5793,10100, ,N
6170, ,산복터널(경보),1,0,620, ,260,290,1,2, , , ,1,105,82-0000005549,, ,5549,10200, ,N
6171, ,명성학원(연등),1,0,380,36-1대,240,240,1,2, , , ,1,108,82-0000005759,,2387994,5759,10700, ,N
6172, ,월드컵파크708동앞,1,0,440,1694-4 도,210,210,1,2, , , ,2,108,82-0000005456,,1393854,5456,12700, ,N
6173, ,롯데광명물류센터(경보),1,0,530, ,330,330,1,2, , , ,1,104,82-0000005457,, ,5457,10200, ,N
6174, ,겸재정선기념관(경보),1,0,500, ,300,300,1,2, , , ,2,104,82-0000005458,, ,5458,10500, ,N
6175, ,삼성래미안3차아파트,1,0,560,80-9도,170,170,1,2, , , ,1,104,82-0000005459,,2242315,5459,11700, ,N
6176, ,마포대교남단(경보),1,0,560, ,170,170,1,2, , , ,1,104,82-0000005460,, ,5460,11000, ,N
6177, ,대진빌라앞,1,0,530, ,330,330,1,2, , , ,2,104,82-0000005461,, ,5461,10700, ,N
6178, ,군자새마을금고(경보),1,0,210, ,230,230,1,2, , , ,1,109,82-0000005462,, ,5462,10900, ,N
6179, ,백조약국(경보),1,0,210, ,230,230,1,2, , , ,1,109,82-0000005463,, ,5463,10100, ,N
6181, ,자양1파출소(경보),1,0,210,393-1,230,230,1,2, , , ,2,109,82-0000005465,,5243262,5465,10500, ,N
6182, ,고척파크푸르지오앞(경보),1,0,530, ,330,330,1,2, , , ,2,104,82-0000005466,, ,5466,10600, ,N
6183, ,고척2동주민센터앞(경보),1,0,530, ,330,330,1,2, , , ,2,104,82-0000005467,, ,5467,10600, ,N
6184, ,면목신협,1,0,260,1197대,270,270,1,2, , , ,1,109,82-0000005468,,5364242,5468,10100, ,N
6185, ,숯불돈갈비앞(경보),1,0,210, ,230,230,1,2, , , ,2,109,82-0000005469,, ,5469,10500, ,N
6186, ,오대산약초건강원,1,0,260, ,270,270,1,2, , , ,2,109,82-0000005470,, ,5470,10300, ,N
6187, ,파크랜드앞,1,0,200,633대,180,180,1,2, , , ,2,109,82-0000005471,,4256245,5471,10900, ,N
6188, ,롯데자동차정비소앞(경보),1,0,560, ,170,170,1,2, , , ,2,104,82-0000005472,, ,5472,12900, ,N
6190, ,신길역앞,1,0,560, ,220,170,1,2, , , ,1,104,82-0000005474,, ,5474,10200, ,N
6191, ,구로SK허브수,2,0,530, ,330,330,1,2, , , ,2,104,82-0000005475,, ,5475,10200, ,N
6193, ,청계한신휴플러스정문,1,0,230,644-56대,200,200,1,2, , , ,1,109,82-0000005857,,4381673,5857,10500, ,N
6194, ,은평초교,1,0,380,19-11대,240,240,1,2, , , ,1,108,82-0000005794,,2398122,5794,10200, ,N
6195, ,미래빌라앞,1,0,530,47-1대,330,330,1,2, , , ,2,104,82-0000005551,,1123683,5551,10800, ,N
6196, ,국회북문앞,1,0,560, ,170,170,1,2, , , ,1,104,82-0000005552,, ,5552,11000, ,N
6197, ,경동초교(경보),1,0,200, ,230,180,1,2, , , ,2,109,82-0000005553,, ,5553,11500, ,N
6198, ,금호푸르지오아파트앞(경보),1,0,200, ,180,180,1,2, , , ,2,109,82-0000005554,, ,5554,11100, ,N
6199, ,남부초등학교앞,1,0,620,468도,290,290,1,2, , , ,1,105,82-0000005473,,2161772,5473,10200, ,N
6200, ,NC백화점강서,2,0,500,679-2대,300,300,1,2, , , ,2,104,82-0000005555,,1228372,5555,10200, ,N
6201, ,NC백화점(경보)1,2,0,500, ,300,300,1,2, , , ,2,104,82-0000005556,, ,5556,10200, ,N
6202, ,NC백화점(경보)2,1,0,500, ,300,300,1,2, , , ,2,104,82-0000005557,, ,5557,10200, ,N
6203, ,당산동그랜드컨벤션(경보),1,0,560, ,170,170,1,2, , , ,2,104,82-0000005795,, ,5795,11600, ,N
6204, ,은빛초교,3,0,380, ,390,390,1,2, , , ,2,108,82-0000005942,,2467222,5942,11100, ,N
6205, ,구파발역,1,0,380,산100-21임,390,390,1,2, , , ,1,108,82-0000005943,,2465372,5943,11200, ,N
6206, ,은평어울림1001동앞,3,0,380, ,390,390,1,2, , , ,2,108,82-0000005944,,2466252,5944,11100, ,N
6207, ,상암MBC,2,0,440, ,210,210,1,2, , , ,1,108,82-0000005858,, ,5858,12700, ,N
6208, ,상암SBS,2,0,440, ,210,210,1,2, , , ,1,108,82-0000005859,, ,5859,12700, ,N
6209, ,중소기업DMC타워,2,0,440,33-12도,210,210,1,2, , , ,1,108,82-0000005860,,2322572,5860,12700, ,N
6210, ,한진해운빌딩앞(연등),2,6211,560, ,170,170,1,2, , , ,2,104,82-0000005476,, ,5476,11000, ,N
6211, ,한진해운빌딩앞,3,0,560, ,170,170,1,2, , , ,2,104,82-0000005477,, ,5477,11000, ,N
6212, ,은평힐스테이트입구(경보),1,0,380, ,390,390,1,2, , , ,2,108,82-0000005478,, ,5478,11300, ,N
6214, ,은평힐스테이트416동앞(경보),1,0,380, ,390,390,1,2, , , ,2,108,82-0000005480,, ,5480,11300, ,N
6215, ,은평힐스테이트426동앞(경보),1,0,380, ,390,390,1,2, , , ,2,108,82-0000005481,, ,5481,11300, ,N
6216, ,마루공원,2,0,680, ,410,410,1,2, , , ,2,106,82-0000005482,, ,5482,11400, ,N
6217, ,탄천하수처리장,2,0,680, ,410,410,1,2, , , ,2,106,82-0000005483,, ,5483,11400, ,N
6218, ,매헌기념관앞,1,0,650,233 천,340,340,1,2, , , ,2,105,82-0000005484,,4078262,5484,10200, ,N
6219, ,고덕리엔파크107동앞,1,0,740, ,310,310,1,2, , , ,1,106,82-0000005485,, ,5485,10200, ,N
6220, ,신도림디큐브시티,1,0,530, ,330,330,1,2, , , ,1,104,82-0000005486,, ,5486,10100, ,N
6221, ,개포우체국,1,0,680, ,410,410,1,2, , , ,2,106,82-0000005487,, ,5487,10300, ,N
6222, ,목화예식장(경보),1,2579,560, ,170,170,1,2, , , ,1,104,82-0000005488,, ,5488,12700, ,N
6223, ,리치다이아몬드호텔,1,0,300,419학,250,250,1,2, , , ,1,107,82-0000005489,,4438432,5489,10300, ,N
6224, ,우이시장(연등),1,4195,300, ,250,250,1,2, , , ,1,107,82-0000005490,, ,5490,10300, ,N
6225, ,광산사거리(연등),1,619,300, ,250,250,1,2, , , ,1,107,82-0000005491,, ,5491,10300, ,N
6226, ,신대방아파트,1,0,590,406-5 주,220,220,1,2, , , ,1,105,82-0000005492,,2174872,5492,10900, ,N
6227, ,진양상가,1,0,140,134-7대,110,110,1,2, , , ,1,108,82-0000005493,,3299815,5493,13200, ,N
6229, ,은평롯데캐슬805동,1,0,380, ,390,390,1,2, , , ,2,108,82-0000005558,,2477184,5558,11100, ,N
6230, ,은평롯데캐슬803동앞,2,0,380, ,390,390,1,2, , , ,2,108,82-0000005559,,2478302,5559,11100, ,N
6231, ,은평아이파크627동앞,3,0,380, ,390,390,1,2, , , ,2,108,82-0000005560,,2478833,5560,11100, ,N
6232, ,삼천리골입구,2,0,380,332-6천,390,390,1,2, , , ,1,108,82-0000005945,,2497955,5945,11300, ,N
6233, ,흥덕사입구,2,0,380, ,390,390,1,2, , , ,1,108,82-0000005946,,2496232,5946,11300, ,N
6234, ,제각말아파트,3,0,380,산104-6임,390,390,1,2, , , ,2,108,82-0000005947,,2496106,5947,11300, ,N
6235, ,은진초교입구,3,0,380, ,390,390,1,2, , , ,2,108,82-0000005948,, ,5948,11300, ,N
6237, ,월드컵파크11단지,2,0,440, ,210,210,1,2, , , ,2,108,82-0000005761,, ,5761,12700, ,N
6239, ,차량관리사무소,1,0,440,33-12도,210,210,1,2, , , ,1,108,82-0000005763,,2322384,5763,12700, ,N
7143, ,은로초교(연등),1,1670,590,96-1 대,220,220,1,2, , , , ,105,82-0000006813,,3136723,6813,10500, , 
7153, ,뒷벌어린이공원(연등),3,1040,650,770-1대,380,380,1,2, , , , ,105,82-0000006823,,3183285,6823,10100, , 
3972, ,상계교,3,0,350,699도,370,370,1,2, , , ,1,107,82-0000001016,, ,1016,10500, ,Y
7164, ,평화교회,1,0,560,1448-1대,170,170,1,2, , , , ,105,82-0000006834,,2155916,6834,13200, , 
7167, ,고척2파출소앞(연등),3,518,530,325-8학,330,330,1,2, , , , ,104,82-0000006837,,1156793,6837,10600, , 
7171, ,양천구의회(연등),1,3803,470,314대,350,350,1,2, , , , ,104,82-0000006841,,1179057,6841,10100, , 
7194, ,화곡고등학교(연등),3,6705,500,709-27대,300,300,1,2, , , , ,104,82-0000006864,,1216214,6864,10600, , 
7199, ,삼환아파트후문(연등)1,1,6901,530,144-5 대,330,330,1,2, , , , ,104,82-0000006869,,1144721,6869,10700, , 
7201, ,신림119안전센터(연등),1,1243,620,395공,290,290,1,2, , , , ,105,82-0000006871,,2163821,6871,10200, , 
7203, ,영등포소방서(연등)2,1,5934,560,28대,170,170,1,2, , , , ,104,82-0000006873,,2139851,6873,10500, , 
7207, ,우신초교앞(연등)2,1,350,560,190-70대,170,170,1,2, , , , ,105,82-0000006877,,2147872,6877,13200, , 
7210, ,거리공원입구오거리(연등)1,1,1487,560,608-1대,170,170,1,2, , , , ,105,82-0000006880,,2116911,6880,13300, , 
7222, ,유창빌딩,3,0,440,203-33도,210,210,1,2, , , , ,108,82-0000006892,,2267481,6892,12000, , 
7227, ,신한은행마천(연등),3,0,710,80-10도,360,360,1,2, , , , ,106,82-0000006897,,6174073,6897,11400, , 
7228, ,서달로2길(경보),2,0,590,335 대,220,220,1,2, , , , ,105,82-0000006898,,3146301,6898,10500, , 
7237, ,진안빌라,1,0,110, ,120,120,1,2, , , , ,107,82-0000006907,,3338701,6907,18600, , 
7248, ,석촌지하차도입구,1,0,710,13-7대,360,360,1,2, , , , ,106,82-0000006918,,5196353,6918,10500, , 
7255, ,향군회관(연등),2,5982,710,7대,360,360,1,2, , , , ,106,82-0000006925,,5189213,6925,10200, , 
7262, ,송례초등학교입구,1,0,710,445전,360,360,1,2, , , , ,106,82-0000006932,,6150374,6932,10900, , 
7263, ,위례24단지입구사거리,3,0,710,393임,360,360,1,2, , , , ,106,82-0000006933,,6049981,6933,10900, , 
7269, ,옥수극동아파트(연등)2,1,2517,200, ,180,180,1,2, , , , ,109,82-0000006939,,4235113,6939,11300, , 
7274, ,겸재삼거리(연등),1,301,260,519학,270,270,1,2, , , , ,109,82-0000006944,,5375651,6944,10500, , 
7275, ,경희중(연등),1,3359,230,262-41대,200,200,1,2, , , , ,109,82-0000006945,,5316173,6945,11000, , 
6797, ,신대방삼거리역(연등)1,1,108,590,335-57대,220,220,1,2, , , ,1,105,82-0000006467,,2185143,6467,10800, , 
6799, ,로데오거리,1,0,470,783-20대,350,350,1,2, , , ,1,104,82-0000006469,,1261273,6469,10100, , 
6806, ,2기동단앞,1,0,230,52대,200,200,1,2, , , ,1,109,82-0000006476,,5333511,6476,10600, , 
6830, ,상암MBC(연등),1,6207,440,330-13대,210,210,1,2, , , , ,108,82-0000006500,,2313461,6500,12700, , 
6832, ,월곡두산위브아파트(연등)1,1,5447,290,228 대,320,320,1,2, , , , ,107,82-0000006502,,4379361,6502,13600, , 
